Year,Edition,Card Number In set,Name,Team,Points,OnBase,Speed,Position,Handedness,Icon,Pop Up,Strikeout,Ground Ball,Fly Ball,Walk,Single,Single Plus,Double,Triple,Home Run
'02,UL,59,Jose Offerman,Red Sox,120,10,16,"2B+1, 1B+1",S,,-,1-2,3-4,5-6,7-11,12-19,-,20-22,-,23+
'04,UL,61,Alex Gonzalez,Cubs,180,9,14,SS+2,R,,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
'04,UL,51,**Ellis Burks,Red Sox,220,10,9,--,R,,-,1-2,3-4,5-,6-10,11-16,-,17-19,-,20+
'04,UL,102,Ellis Burks,Indians,160,10,9,DH,R,,-,1-2,3-4,5-,6-10,11-16,-,17-19,-,20+
'04,UL,87,Adam Dunn,Reds,110,10,12,LF-RF+1,L,,-,1-2,3-0,4-6,7-13,14-17,-,18-,-,19+
'01,1st,161,*Olmedo Saenz,Athletics,220,9,C,---,R,,-,1-2,3-4,-,5-10,11-16,-,17-18,-,19-20
'03,UL,48,**Dave Roberts,Dodgers,190,10,24,CF+1,L,,-,1-,2-4,5-6,7-10,11-15,16-18,19-,20-,21+
'01,1st,3,Ron Gant,Angels,270,8,B,LF-RF+1,R,,-,1-3,4-,5-,6-11,12-15,-,16-,-,17-20
'02,UL,350,Alex S. Gonzalez,Blue Jays,240,9,18,SS+4,R,,-,1-3,4-6,-,7-9,10-16,17-,18-,19-,20+
'05,UL,158,Joe Randa,Royals,190,10,8,3B+2,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'01,1st,47,Quilvio Veras,Braves,320,9,A,2B+2,S,,-,1-,2-3,-,4-10,11-16,17-18,19-,-,20+
'04,UL,34,**Mark Kotsay,Athletics,160,10,11,CF+2,L,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'05,UL,153,Angel Berroa,Royals,200,9,14,SS+3,R,,-,1-,2-4,5-6,7-8,9-15,16-,17-18,19-,20+
'05,UL,9,Adam Kennedy,Angels,190,10,15,2B+1,L,,-,1-2,3-4,5-6,7-9,10-16,17-,18-19,-,20+
'04,UL,260,Jimmy Rollins,Phillies,220,9,16,SS+2,S,,-,1-,2-3,4-5,6-9,10-15,16-,17-18,19-,20+
'04,P,12,Jimmy Rollins,Phillies,220,9,16,SS+2,S,,-,1-,2-3,4-5,6-9,10-15,16-,17-18,19-,20+
'00,1st,186,Preston Wilson,Marlins,350,8,B,OF+0,R,,-,1-4,-,5-,6-9,10-14,15-,16-,-,17-20
'05,UL,92,Ronnie Belliard,Indians,240,10,12,2B+2,R,,-,1-,2-4,5-6,7-10,11-16,-,17-19,-,20+
'00,1st,85,*Lee Stevens,Expos,230,7,B,1B+1,L,,-,1-2,3-,4-,5-6,7-14,-,15-17,-,18-20
'00,1st,158,Frank Catalanotto,Tigers,250,7,B,"2B+1, 1B+1, 3B+1",L,,-,1-,2-,3-4,5-6,7-14,-,15-17,-,18-20
'02,UL,40,*Joe Randa,Royals,200,10,13,3B+1,R,,-,1-2,3-4,5-6,7-10,11-16,-,17-19,-,20+
'02,UL,333,Chad Curtis,Rangers,170,10,17,"CF+2, LF-RF+1",R,,-,1-2,3-4,5-6,7-11,12-17,18-19,-,-,20+
'04,UL,277,Ryan Klesko,Padres,70,10,9,1B+0,L,,-,1-2,3-4,5-6,7-12,13-17,-,18-19,-,20+
'01,UL,171,Luis Castillo,Marlins,340,10,A,2B+2,S,,-,1-,2-4,-,5-9,10-17,18-20,-,-,-
'01,1st,171,Luis Castillo,Marlins,340,10,A,2B+2,S,,-,1-,2-4,-,5-9,10-17,18-20,-,-,-
'05,UL,123,Rondell White,Tigers,210,9,9,LF-RF+1,R,,-,1-,2-3,4-5,6-9,10-16,-,17-18,-,19+
'05,UL,11,**Eric Young,Padres,50,11,14,LF-RF+0,R,,-,1-,2-4,5-7,8-11,12-17,18-,19-20,-,21+
'00,1st,157,Brad Ausmus,Tigers,240,8,B,C+7,R,,-,-,1-2,3-,4-9,10-15,16-,17-18,19-,20+
'00,1st,1,Garret Anderson,Angels,250,7,B,"CF+3, LF-RF+2",L,,-,-,1-3,4-,-,5-14,-,15-17,-,18-20
'00,1st,446,Todd Zeile,Rangers,280,8,C,3B+1,R,,-,-,1-2,3-4,5-7,8-14,-,15-17,-,18-20
'00,1st,282,Shawon Dunston,Mets,270,7,A,"CF+2, LF-RF+1",R,,-,1-,2-,3-,-,4-14,15-16,17-,18-,19-20
'03,UL,63,*Mark Loretta,Padres,240,10,12,2B+3,R,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'02,UL,184,Mark Loretta,Brewers,100,11,13,"2B+1, 3B+1",R,,-,-,1-4,5-7,8-10,11-19,-,20-25,-,26+
'01,1st,452,Darrin Fletcher,Blue Jays,250,8,C,C+3,L,,-,-,1-3,4-,-,5-15,-,16-17,-,18-20
'05,UL,202,Paul Lo Duca,Marlins,210,10,10,C+6,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'02,UL,51,*Carlos Pena,Athletics,310,9,16,1B+1,L,,-,1-4,5-6,7-,8-12,13-16,-,17-18,-,19+
'01,1st,458,Raul Mondesi,Blue Jays,280,7,A,LF-RF+1,R,,-,1-,2-3,-,4-7,8-10,11-13,14-15,-,16-20
'00,1st,349,Al Martin,Pirates,320,7,A,LF-RF+1,L,,-,1-,2-,3-,4-6,7-10,11-12,13-15,16-,17-20
'03,UL,37,Tony Batista,Orioles,260,9,11,3B+1,R,,-,1-,2-3,4-6,7-9,10-15,-,16-18,-,19+
'05,UL,1,**Steve Finley,Angels,320,9,12,CF+0,L,,-,1-,2-3,4-5,6-9,10-16,-,17-18,-,19+
'05,UL,15,Luis Gonzalez,Diamondbacks,90,11,10,LF-RF+0,L,,-,1-,2-4,5-7,8-13,14-17,-,18-19,-,20+
'04,UL,320,Carl Crawford,Devil Rays,140,9,24,LF-RF+2,L,SB,-,1-,2-4,5-6,7-8,9-14,15-18,19-,20-,21+
'03,UL,152,Joe Randa,Royals,230,10,9,3B+1,R,,-,1-,2-4,5-6,7-9,10-16,-,17-19,-,20+
'01,1st,284,Todd Pratt,Mets,230,8,C,C+6,R,,-,1-,2-,3-,4-10,11-17,-,-,-,18-20
'05,UL,102,Omar Vizquel,Indians,120,10,17,SS+4,S,,-,1-,2-4,5-6,7-10,11-17,18-,19-20,-,21+
'02,UL,297,Carlos Guillen,Mariners,210,10,17,SS+4,S,,-,1-2,3-4,5-6,7-11,12-18,-,19-,20-24,25+
'02,UL,41,Mike Bordick,Orioles,190,9,15,SS+2,R,,-,1-,2-4,5-6,7-10,11-15,16-,17-18,-,19+
'00,1st,117,Pokey Reese,Reds,240,7,A,2B+5,R,,-,-,1-2,3-4,5-,6-12,13-15,16-18,19-,20+
'00,1st,74,*Todd Hollandsworth,Dodgers,260,7,B,"CF+2, LF-RF+1",L,,-,1-2,3-,-,4-5,6-13,14-,15-16,17-,18-20
'05,UL,165,Milton Bradley,Dodgers,180,10,15,CF+1,S,,-,1-2,3-4,5-6,7-10,11-16,17-,18-19,-,20+
'02,UL,25,**Johnny Damon,Red Sox,170,10,19,OF+2,L,,-,-,1-5,6-7,8-10,11-17,18-,19-24,-,25+
'03,UL,119,Robert Fick,Tigers,220,9,8,LF-RF+2,L,,-,1-,2-3,4-5,6-8,9-16,-,17-19,-,20+
'00,1st,369,Quilvio Veras,Padres,360,9,A,2B+3,S,,-,1-2,3-5,-,6-10,11-15,16-17,18-19,-,20+
'01,1st,134,Kenny Lofton,Indians,290,9,A,OF+1,L,,-,-,1-3,4-5,6-10,11-15,16-17,18-,19-,20+
'01,1st,106,*Ruben Mateo,Rangers,220,7,A,"CF+2, LF-RF+2",R,,-,1-3,4-5,-,6-,7-13,14-,15-17,-,18-20
'04,UL,27,**Kevin Mench,Rangers,220,10,10,LF-RF+0,R,,-,1-,2-4,5-6,7-9,10-16,-,17-19,-,20+
'04,P,26,Brady Clark,Brewers,100,9,14,LF-RF+2,R,R,-,1-,2-4,5-6,7-9,10-15,16-,17-19,-,20+
'02,UL,336,Mike Lamb,Rangers,80,11,12,3B+0,L,,-,-,1-4,5-7,8-9,10-18,-,19-23,-,24+
'05,UL,10,**Juan Gonzalez,Indians,170,9,10,LF-RF+1,R,,-,1-,2-3,4-5,6-8,9-17,-,18-,-,19+
'02,UL,40,Tony Batista,Orioles,170,8,17,3B+1,R,,-,1-2,3-,4-6,7-8,9-14,-,15-16,17-,18+
'03,UL,251,David Bell,Giants,240,9,9,3B+1,R,,-,1-,2-3,4-5,6-9,10-16,-,17-18,-,19+
'00,1st,83,*Peter Bergeron,Expos,280,8,A,OF+2,L,,-,1-,2-,3-4,5-8,9-15,16-,17-19,-,20+
'04,UL,161,Brian Jordan,Dodgers,220,9,8,LF-RF+0,R,,-,1-,2-3,4-5,6-8,9-16,-,17-18,-,19+
'05,UL,116,**Jayson Werth,Dodgers,130,10,10,LF-RF+1,R,,-,1-3,4-5,6-7,8-11,12-17,-,18-,-,19+
'04,UL,169,Joe Randa,Royals,180,10,9,3B+2,R,,-,1-,2-3,4-6,7-10,11-17,-,18-19,-,20+
'05,UL,187,Michael Cuddyer,Twins,60,10,11,IF+0,R,,-,1-2,3-5,6-7,8-11,12-17,-,18-19,-,20+
'02,UL,238,Johnny Damon,Athletics,160,10,19,OF+2,L,,-,-,1-5,6-7,8-11,12-17,18-,19-23,-,24+
'05,UL,334,Laynce Nix,Rangers,140,9,17,CF+0,L,,-,1-2,3-4,5-6,7-9,10-16,-,17-18,-,19+
'01,1st,168,Dean Palmer,Tigers,260,8,B,3B+0,R,,-,1-4,-,5-,6-10,11-15,-,16-,-,17-20
'02,UL,43,*Craig Counsell,Diamondbacks,200,10,17,2B+5,L,,-,1-3,4-5,6-7,8-11,12-20,-,21-23,-,24+
'04,UL,133,Miguel Cabrera,Marlins,140,9,8,"LF-RF+1, 3B+1",R,R,-,1-2,3-4,5-6,7-9,10-15,-,16-18,-,19+
'05,UL,293,Michael Tucker,Giants,120,10,18,LF-RF+1,L,,-,1-2,3-4,5-6,7-11,12-17,-,18-19,-,20+
'00,1st,368,John Vander Wal,Padres,280,9,B,"LF-RF+1, 1B+0",L,,-,1-3,4-5,-,6-11,12-16,-,17-19,-,20+
'01,1st,233,Jeromy Burnitz,Brewers,240,8,B,LF-RF+1,L,,-,1-2,3-,4-,5-12,13-15,-,16-17,-,18-20
'00,1st,94,*Roberto Kelly,Yankees,280,8,B,OF+1,R,,-,1-2,3-,4-,5-7,8-15,-,16-18,-,19-20
'00,1st,306,Paul O'Neill,Yankees,260,8,B,LF-RF+1,L,,-,-,1-3,4-,5-8,9-14,15-,16-18,-,19-20
'03,UL,82,Frank Thomas,White Sox,190,10,10,DH,R,,-,1-2,3-,4-6,7-12,13-17,-,18-,-,19+
'03,P,34,Frank Thomas,White Sox,190,10,10,DH,R,,-,1-2,3-,4-6,7-12,13-17,-,18-,-,19+
'00,1st,454,Darrin Fletcher,Blue Jays,290,8,C,C+5,L,,-,-,1-,2-5,6-7,8-14,-,15-17,-,18-20
'03,UL,55,**Juan Pierre,Marlins,210,10,25,CF+1,L,,-,1-,2-5,6-,7-8,9-16,17-19,20-,-,21+
'02,UL,182,Jose Hernandez,Brewers,160,8,14,SS+3,R,,-,1-6,-,-,7-8,9-15,-,16-17,-,18+
'05,UL,2,**Josh Phelps,Devil Rays,110,9,10,1B+0,R,,-,1-2,3-5,6-7,8-10,11-16,-,17-18,-,19+
'02,UL,36,**Danny Bautista,Diamondbacks,150,10,16,LF-RF+1,R,,-,1-,2-5,6-7,8-,9-17,-,18-19,-,20+
'04,UL,114,Charles Johnson,Rockies,110,9,9,C+9,R,,-,1-2,3-4,5-6,7-12,13-16,-,17-18,-,19+
'04,P,19,Moises Alou,Cubs,190,10,12,LF-RF+0,R,,-,1-,2-3,4-5,6-10,11-17,-,18-19,-,20+
'04,UL,59,Moises Alou,Cubs,190,10,12,LF-RF+0,R,,-,1-,2-3,4-5,6-10,11-17,-,18-19,-,20+
'03,UL,157,Marquis Grissom,Dodgers,170,9,11,OF+0,R,,-,1-2,3-4,5-6,7-9,10-15,-,16-18,-,19+
'05,UL,111,Aaron Miles,Rockies,150,10,13,2B+4,S,R,-,1-,2-4,5-6,7-8,9-17,18-19,20-,-,21+
'05,UL,50,Bill Mueller,Red Sox,180,10,10,3B+1,S,,-,1-,2-3,4-5,6-10,11-17,-,18-19,-,20+
'03,UL,76,**Todd Zeile,Yankees,260,10,10,3B+1,R,,-,1-,2-3,4-5,6-10,11-17,-,18-19,-,20+
'04,UL,338,Frank Catalanotto,Blue Jays,200,10,9,LF-RF+0,L,,-,1-,2-4,5-6,7-9,10-16,-,17-19,-,20+
'02,UL,52,**Jose Ortiz,Rockies,180,8,17,2B+1,R,,-,1-,2-4,5-6,7-9,10-14,15-,16-,-,17+
'04,UL,164,Raul Ibanez,Royals,220,10,12,LF-RF+1,L,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'03,UL,198,Timo Perez,Mets,220,10,12,OF+1,L,,-,1-,2-4,5-6,7-8,9-16,-,17-19,20-,21+
'04,UL,47,**Raul Ibanez,Mariners,200,10,12,LF-RF+1,L,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'04,UL,343,Orlando Hudson,Blue Jays,180,9,11,2B+4,S,,-,1-,2-4,5-6,7-9,10-16,-,17-18,19-,20+
'00,1st,35,Brian Hunter,Braves,220,8,C,1B+1,R,,-,1-,-,2-4,5-12,13-15,-,16-18,-,19-20
'02,UL,212,Edgardo Alfonzo,Mets,160,10,13,2B+2,R,,-,-,1-,2-7,8-12,13-17,-,18-,-,19+
'02,UL,85,*Adrian Beltre,Dodgers,190,9,18,3B+1,R,,-,1-,2-4,5-6,7-9,10-14,15-16,17-18,19-,20+
'04,UL,243,Scott Hatteberg,Athletics,90,10,8,1B+1,L,,-,1-,2-5,6-7,8-11,12-17,-,18-19,-,20+
'04,UL,188,Wes Helms,Brewers,220,9,8,3B+1,R,,-,1-,2-3,4-5,6-9,10-16,-,17-18,-,19+
'01,1st,391,Al Martin,Mariners,210,8,B,LF-RF+1,L,,-,1-,2-5,-,6-7,8-15,16-,-,17-18,19-20
'00,1st,173,Bruce Aven,Marlins,320,9,B,LF-RF+1,R,,-,1-2,3-,4-5,6-10,11-17,-,18-,-,19-20
'00,1st,359,Tony Gwynn,Padres,290,9,B,LF-RF+1,L,,-,-,1-3,4-5,6-,7-16,17-,18-19,-,20+
'00,DS,359,Tony Gwynn,Padres,290,9,B,LF-RF+1,L,,-,-,1-3,4-5,6-,7-16,17-,18-19,-,20+
'04,UL,175,Ron Coomer,Dodgers,90,10,10,1B+0,R,,-,1-2,3-6,7-,8-9,10-18,-,19-,-,20+
'02,UL,172,Eric Karros,Dodgers,120,9,11,1B+1,R,,-,1-4,5-6,7-,8-11,12-16,-,17-18,-,19+
'04,P,37,Kevin Witt,Tigers,60,9,11,"1B+1, 3B+1",L,R,-,1-2,3-5,6-7,8-9,10-17,-,18-,-,19+
'03,P,23,Tomas Perez,Phillies,160,9,16,"2B+4, SS+1",S,,-,1-2,3-4,5-6,7-9,10-16,-,17-19,-,20+
'00,1st,203,Carlos Beltran,Royals,320,7,A,OF+1,S,,-,1-,2-,3-,4-,5-13,14-15,16-,17-,18-20
'00,1st,449,Homer Bush,Blue Jays,290,8,A,2B+2,R,,-,1-,2-5,-,-,6-13,14-16,17-18,19-,20+
'05,UL,85,Sean Casey,Reds,120,9,14,1B+0,L,,-,1-,2-3,4-5,6-9,10-17,-,18-19,-,20+
'00,1st,166,Gabe Kapler,Tigers,310,7,A,"CF+2, LF-RF+1",R,,-,-,1-2,3-5,6-9,10-12,13-,14-15,16-,17-20
'05,UL,165,**David Dellucci,Rangers,120,10,12,LF-RF+1,L,,-,1-2,3-5,6-7,8-12,13-17,-,18-,-,19+
'05,UL,103,**Grady Sizemore,Indians,140,10,12,CF+2,L,,-,1-,2-4,5-6,7-10,11-18,-,19-,-,20+
'00,1st,148,Vinny Castilla,Rockies,290,7,B,3B+2,R,,-,-,1-2,3-4,5-6,7-14,-,15-,-,16-20
'04,UL,280,Phil Nevin,Padres,70,9,9,"1B+0, LF-RF+0",R,,-,1-2,3-4,5-6,7-10,11-17,-,18-,-,19+
'01,1st,151,Terry Shumpert,Rockies,200,7,A,"2B+2, 3B+2, LF-RF+1",R,,-,1-,-,2-3,4-9,10-14,15-,16-,17-18,19-20
'04,UL,206,Michael Barrett,Expos,50,10,10,C+9,R,,-,1-2,3-4,5-6,7-10,11-17,-,18-20,-,21+
'04,UL,110,Omar Vizquel,Indians,60,10,12,SS+5,S,,-,1-,2-4,5-6,7-11,12-18,-,19-20,-,21+
'01,1st,369,Marvin Benard,Giants,230,8,A,"CF+2, LF-RF+1",L,,-,1-,2-4,-,5-9,10-15,16-,17-18,19-,20+
'00,1st,31,Tony Womack,Diamondbacks,210,7,A,LF-RF+2,L,,-,-,1-2,3-,4-6,7-12,13-17,18-,19-,20+
'01,1st,49,Albert Belle,Orioles,240,8,C,LF-RF+1,R,,-,-,1-2,3-5,6-7,8-14,-,15-17,-,18-20
'01,1st,118,Pokey Reese,Reds,210,7,A,2B+4,R,,-,-,1-,2-4,5-7,8-13,14-16,17-,18-,19-20
'01,1st,13,Scott Spiezio,Angels,250,8,B,---,S,,-,1-2,3-,4-5,6-11,12-15,-,16-,-,17-20
'03,UL,14,Danny Bautista,Diamondbacks,190,10,10,LF-RF+2,R,,-,1-,2-3,4-6,7-11,12-17,-,18-19,20-,21+
'04,UL,81,Miguel Olivo,White Sox,100,9,15,C+8,R,,-,1-2,3-4,5-6,7-9,10-16,-,17-19,-,20+
'04,UL,40,**Adam Kennedy,Angels,170,10,17,2B+2,L,,-,1-,2-3,4-6,7-10,11-17,18-,19-,-,20+
'04,UL,43,Brian Roberts,Orioles,110,10,18,2B+3,S,,-,1-,2-4,5-6,7-10,11-16,17-18,19-20,-,21+
'00,1st,72,Trot Nixon,Red Sox,260,8,B,LF-RF+1,L,,-,1-,2-,3-4,5-10,11-15,-,16-17,18-,19-20
'04,UL,26,*Marco Scutaro,Athletics,200,10,13,"2B+3, SS+3",R,R,-,1-,2-4,5-6,7-0,8-17,-,18-20,-,21+
'01,1st,24,*Dave Magadan,Padres,190,9,C,"3B+1, 1B+1",L,,-,-,1-2,3-,4-11,12-18,-,19-,-,20+
'03,UL,169,Geoff Jenkins,Brewers,140,9,9,LF-RF+1,L,,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
'02,UL,3,Darin Erstad,Angels,160,10,16,"CF+3, LF-RF+2",L,,-,1-2,3-6,7-,8-11,12-17,18-,19-23,-,24+
'04,UL,42,**Reed Johnson,Blue Jays,190,10,11,OF+0,R,,-,1-,2-4,5-6,7-8,9-17,-,18-19,-,20+
'04,UL,178,Shawn Green,Dodgers,200,10,11,LF-RF+0,L,,-,1-,2-4,5-6,7-10,11-16,-,17-19,-,20+
'01,1st,124,*Felipe Crespo,Giants,230,8,B,LF-RF+0,S,,-,1-,2-,3-4,5-7,8-15,16-,17-,18-,19-20
'00,1st,448,Tony Batista,Blue Jays,310,7,B,SS+3,R,,-,-,-,1-4,5-6,7-12,-,13-15,-,16-20
'00,1st,175,Luis Castillo,Marlins,330,9,A,2B+3,S,,-,1-,2-4,-,5-9,10-15,16-18,19-,20-,-
'00,FS,175,Luis Castillo,Marlins,330,9,A,2B+3,S,,-,1-,2-4,-,5-9,10-15,16-18,19-,20-,-
'03,UL,15,Craig Counsell,Diamondbacks,130,10,12,"3B+3, SS+2",L,,-,1-,2-4,5-6,7-10,11-18,-,19-20,-,21+
'01,1st,282,Jay Payton,Mets,220,8,B,"CF+2, LF-RF+1",R,,-,-,1-3,4-5,6-7,8-16,-,17-18,-,19-20
'01,1st,143,*Mike Bordick,Orioles,230,8,B,SS+2,R,,-,1-,2-,3-4,5-7,8-15,16-,17-18,-,19-20
'01,1st,301,Paul O'Neill,Yankees,200,8,B,LF-RF+2,L,,-,-,1-4,5-,6-8,9-16,17-,18-,-,19-20
'01,1st,88,*Jose Ortiz,Athletics,230,8,B,2B+2,R,,-,1-,-,2-4,5-7,8-15,16-,17-18,-,19-20
'04,UL,274,Sean Burroughs,Padres,190,10,12,3B+1,L,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'00,1st,225,Raul Mondesi,Dodgers,340,7,A,LF-RF+1,R,,-,1-,2-,3-4,5-9,10-,11-13,14-,15-,16-20
'01,1st,197,Mitch Meluskey,Astros,290,9,C,C+3,S,,-,1-3,-,4-,5-10,11-17,-,18-,-,19-20
'05,UL,265,Daryle Ward,Pirates,70,9,8,1B+0,L,,-,1-,2-4,5-7,8-10,11-16,-,17-18,-,19+
'00,1st,53,Jeff Conine,Orioles,180,7,C,1B+1,R,,-,-,1-,2-3,4-5,6-14,-,15-18,-,19-20
'04,UL,309,Bo Hart,Cardinals,150,9,12,2B+4,R,R,-,1-2,3-4,5-6,7-8,9-17,-,18-,19-,20+
'00,1st,191,Ken Caminiti,Astros,330,9,B,3B+1,S,,-,1-,2-3,4-5,6-11,12-16,17-,18-,-,19-20
'02,UL,155,Daryle Ward,Astros,120,9,9,LF-RF+0,L,,-,1-3,4-5,6-,7-9,10-15,-,16-18,-,19+
'03,UL,173,Eric Young,Brewers,170,10,20,2B+2,R,,-,1-,2-4,5-6,7-9,10-15,16-18,19-20,-,21+
'03,UL,249,Phil Nevin,Padres,120,10,10,"3B+1, 1B+0",R,,-,1-2,3-5,6-7,8-10,11-18,-,19-,-,20+
'03,P,42,Phil Nevin,Padres,120,10,10,"3B+1, 1B+0",R,,-,1-2,3-5,6-7,8-10,11-18,-,19-,-,20+
'01,1st,38,Brian Jordan,Braves,180,7,B,LF-RF+2,R,,-,-,1-2,3-4,5-7,8-14,15-,16-17,-,18-20
'03,UL,259,J. T. Snow,Giants,90,10,8,1B+0,L,,-,1-2,3-5,6-7,8-11,12-17,-,18-19,-,20+
'03,UL,75,**Craig Biggio,Astros,260,9,18,"CF+1, 2B+1",R,,-,1-,2-3,4-5,6-9,10-15,16-,17-19,-,20+
'02,ASG,44,Benito Santiago,Giants,210,9,15,C+6,R,,-,1-,2-4,5-,6-,7-16,-,17-19,20-23,24+
'03,P,44,Craig Biggio,Astros,200,10,14,2B+2,R,,-,1-2,3-5,6-7,8-10,11-15,16-17,18-19,-,20+
'03,UL,140,Craig Biggio,Astros,200,10,14,2B+2,R,,-,1-2,3-5,6-7,8-10,11-15,16-17,18-19,-,20+
'03,UL,21,*Eric Munson,Tigers,170,9,14,3B+0,L,,-,1-,2-3,4-5,6-11,12-15,16-17,18-,-,19+
'04,UL,127,Warren Morris,Tigers,160,9,10,2B+4,L,,-,1-,2-4,5-,6-8,9-17,-,18-19,-,20+
'00,1st,323,Tony Phillips,Athletics,300,8,B,"2B+2, OF+1",S,,-,1-,2-,3-4,5-12,13-14,15-,16-17,18-,19-20
'02,UL,74,*Luis Castillo,Marlins,300,10,21,2B+2,S,,-,1-3,4-5,6-,7-10,11-16,17-19,-,20-24,25+
'01,1st,124,Dmitri Young,Reds,230,8,C,LF-RF+1,S,,-,-,1-5,-,6-,7-14,-,15-17,18-,19-20
'01,1st,196,Julio Lugo,Astros,240,8,A,"2B+2, SS+2",R,,-,1-2,3-,4-,5-8,9-14,15-16,17-18,19-,20+
'02,UL,245,Terrance Long,Athletics,180,10,16,OF+1,R,,-,1-,2-5,6-7,8-9,10-17,-,18-19,-,20+
'00,1st,150,*Raul Mondesi,Blue Jays,300,7,A,LF-RF+1,R,,-,1-2,3-,4-,5-9,10-11,12-13,14-15,16-,17-20
'02,UL,76,Royce Clayton,White Sox,240,9,18,SS+4,R,,-,1-,2-5,6-,7-9,10-16,17-,18-19,-,20+
'02,UL,33,**Juan Encarnacion,Reds,140,8,19,LF-RF+1,R,,-,1-3,4-,5-6,7-8,9-14,15-,16-17,18-,19+
'02,UL,74,Eric Young,Cubs,180,10,19,2B+2,R,,-,-,1-4,5-6,7-9,10-16,17-,18-24,-,25+
'02,UL,322,Brent Abernathy,Devil Rays,170,10,16,2B+4,R,,-,-,1-4,5-7,8-10,11-18,-,19-22,-,23+
'01,1st,317,Terrence Long,Athletics,210,8,B,"CF+1, LF-RF+0",L,,-,-,1-4,5-,6-7,8-15,-,16-17,18-,19-20
'01,UL,317,Terrence Long,Athletics,210,8,B,"CF+1, LF-RF+0",L,,-,-,1-4,5-,6-7,8-15,-,16-17,18-,19-20
'03,UL,44,*Miguel Cairo,Cardinals,190,9,14,2B+2,R,,-,1-,2-3,4-6,7-9,10-15,-,16-18,19-,20+
'01,1st,159,*Roger Cedeno,Tigers,260,9,A,LF-RF+1,S,,-,1-,2-3,-,4-9,10-15,16-19,-,20-,-
'02,UL,119,Terry Shumpert,Rockies,160,10,22,---,R,,-,1-3,4-6,7-,8-9,10-15,16-17,18-19,20-22,23+
'01,1st,449,Jose Cruz Jr.,Blue Jays,270,7,A,OF+1,S,,-,1-2,3-,4-,5-9,10-12,13-,14-15,16-,17-20
'03,UL,18,Mark Grace,Diamondbacks,60,10,9,1B+0,L,,-,1-,2-5,6-7,8-12,13-17,-,18-19,-,20+
'01,1st,46,B.J. Surhoff,Braves,220,8,B,LF-RF+1,L,,-,-,1-2,3-5,6-7,8-14,15-,16-18,-,19-20
'01,1st,448,Tony Batista,Blue Jays,290,7,B,3B+2,R,,-,1-3,4-,5-,6-,7-12,-,13-14,-,15-20
'01,UL,448,Tony Batista,Blue Jays,290,7,B,3B+2,R,,-,1-3,4-,5-,6-,7-12,-,13-14,-,15-20
'05,UL,346,Reed Johnson,Blue Jays,210,9,12,LF-RF+1,R,R,-,1-,2-4,5-,6-7,8-16,-,17-19,-,20+
'01,1st,298,Tino Martinez,Yankees,130,7,B,1B+0,L,,-,-,1-2,3-4,5-7,8-14,-,15-17,18-,19-20
'00,1st,74,Troy OLeary,Red Sox,270,8,C,LF-RF+0,L,,-,1-,2-3,4-5,6-8,9-14,-,15-16,17-,18-20
'03,UL,159,Desi Relaford,Royals,120,9,9,IF+1,S,,-,1-,2-3,4-5,6-9,10-17,-,18-19,-,20+
'05,UL,118,**Alexis Rios,Blue Jays,160,10,14,LF-RF+1,R,,-,1-2,3-5,6-,7-9,10-16,17-,18-19,20-,21+
'00,1st,450,Jose Cruz Jr.,Blue Jays,320,8,A,OF+1,S,,-,1-3,4-,5-,6-12,13-14,15-,16-17,18-,19-20
'03,P,9,Corky Miller,Reds,190,9,8,C+5,R,,-,1-,2-3,4-5,6-8,9-15,-,16-19,-,20+
'00,1st,111,Aaron Boone,Reds,240,7,A,3B+2,R,,-,-,1-2,3-4,5-6,7-13,14-15,16-17,18-,19-20
'00,1st,221,Mark Grudzielanek,Dodgers,300,9,B,SS+1,R,,-,1-,2-4,5-,6-7,8-17,-,18-,19-,20+
'01,1st,1,*Randy Velarde,Rangers,210,8,B,2B+4,R,,-,1-,2-3,-,4-8,9-16,17-,18-19,-,20+
'04,P,36,Jeff Reboulet,Pirates,50,10,11,"2B+4, 3B+1",R,,-,1-,2-4,5-6,7-10,11-18,-,19-20,-,21+
'00,1st,385,F. P. Santangelo,Giants,350,10,A,OF+1,S,,-,1-2,3-,4-5,6-14,15-17,18-,19-20,-,-
'01,1st,146,Todd Hollandsworth,Rockies,200,7,A,OF+1,L,,-,1-2,3-,-,4-7,8-13,14-15,16-17,-,18-20
'02,ASG,43,Jimmy Rollins,Phillies,220,9,23,SS+2,S,,-,1-3,4-5,6-7,8-9,10-15,16-17,18-19,20-21,22+
'01,1st,95,*Jacob Cruz,Indians,250,9,B,OF+1,L,,-,-,1-5,-,6-8,9-16,-,17-19,-,20+
